speaker,word,n
lord stanley,nature,5
lord stanley,york,5
lord stanley,authority,4
lord stanley,corruption,4
lord stanley,dowler,4
lord stanley,improper,4
lord stanley,others,4
lord stanley,proof,4
sir r. peel,hand,2
sir r. peel,ireland,2
sir r. peel,allowed,1
sir r. peel,appropriated,1
sir r. peel,assist,1
sir r. peel,conducted,1
sir r. peel,consequences,1
sir r. peel,consumed,1
sir r. peel,conviction,1
sir r. peel,countries,1
sir r. peel,depression,1
sir r. peel,destruction,1
sir r. peel,england,1
sir r. peel,ensue,1
sir r. peel,expressed,1
sir r. peel,fatal,1
sir r. peel,fed,1
sir r. peel,half,1
sir r. peel,hitherto,1
sir r. peel,manufactures,1
mr. villiers,books,5
mr. villiers,time,5
mr. villiers,copies,3
mr. villiers,universities,3
mr. villiers,authors,2
mr. villiers,learning,2
mr. villiers,libraries,2
mr. villiers,moved,2
mr. villiers,ordered,2
mr. villiers,printed,2
mr. villiers,securing,2
mr. villiers,works,2
mr. villiers,28,1
mr. villiers,accede,1
mr. villiers,additions,1
mr. villiers,advantages,1
mr. villiers,afforded,1
mr. villiers,assigns,1
mr. villiers,author,1
mr. villiers,authority,1
the earl of derby,advanced,2
the earl of derby,extraordinary,2
the earl of derby,informed,2
the earl of derby,positions,2
the earl of derby,declare,1
the earl of derby,duty,1
the earl of derby,expressed,1
the earl of derby,home,1
the earl of derby,ministers,1
the earl of derby,objectionable,1
the earl of derby,occasion,1
the earl of derby,opposite,1
the earl of derby,particularly,1
the earl of derby,subjects,1
the solicitor general,court,18
the solicitor general,gent,15
the solicitor general,law,11
the solicitor general,character,10
the solicitor general,conduct,9
the solicitor general,contended,9
the solicitor general,evidence,9
the solicitor general,inquiry,9
the solicitor general,name,9
the solicitor general,judges,8
the solicitor general,justice,8
the solicitor general,chief,7
the solicitor general,indeed,7
the solicitor general,sentence,7
the solicitor general,sheriffs,7
the solicitor general,time,7
the solicitor general,times,7
the solicitor general,witness,7
the solicitor general,address,6
the solicitor general,bar,6
mr. corry,ireland,60
mr. corry,country,35
mr. corry,gent,34
mr. corry,crown,27
mr. corry,duties,23
mr. corry,duty,23
mr. corry,parliament,23
mr. corry,irish,20
mr. corry,time,18
mr. corry,hereditary,13
mr. corry,objection,13
mr. corry,till,13
mr. corry,value,13
mr. corry,year,13
mr. corry,government,12
mr. corry,granted,12
mr. corry,revenue,12
mr. corry,session,12
mr. corry,public,11
mr. corry,article,10
mr. goschen,admiralty,1
mr. goschen,budget,1
mr. goschen,burghs,1
mr. goschen,friday,1
mr. goschen,george's,1
mr. goschen,goschen,1
mr. goschen,hanover,1
mr. goschen,monday,1
mr. goschen,similar,1
mr. goschen,square,1
mr. goschen,st,1
mr. goschen,wick,1
mr. mundella,referred,5
mr. mundella,british,4
mr. mundella,fishing,4
mr. mundella,trade,4
mr. mundella,vessels,4
mr. mundella,company,3
mr. mundella,railway,3
mr. mundella,regulations,3
mr. mundella,soldiers,3
mr. mundella,apply,2
mr. mundella,change,2
mr. mundella,company's,2
mr. mundella,furlough,2
mr. mundella,inquiry,2
mr. mundella,interest,2
mr. mundella,international,2
mr. mundella,irish,2
mr. mundella,lights,2
mr. mundella,mark,2
mr. mundella,passengers,2
lord george hamilton,india,3
lord george hamilton,superannuation,3
lord george hamilton,east,2
lord george hamilton,terms,2
lord george hamilton,amend,1
lord george hamilton,applied,1
lord george hamilton,belonged,1
lord george hamilton,charges,1
lord george hamilton,circulated,1
lord george hamilton,company,1
lord george hamilton,company's,1
lord george hamilton,concerned,1
lord george hamilton,contrary,1
lord george hamilton,difficulty,1
lord george hamilton,earlier,1
lord george hamilton,funds,1
lord george hamilton,george,1
lord george hamilton,iii,1
lord george hamilton,increase,1
lord george hamilton,lengthened,1
mr. knatchbull-hugessen,agricultural,9
mr. knatchbull-hugessen,government,7
mr. knatchbull-hugessen,country,4
mr. knatchbull-hugessen,agriculture,3
mr. knatchbull-hugessen,depression,3
mr. knatchbull-hugessen,discussion,2
mr. knatchbull-hugessen,important,2
mr. knatchbull-hugessen,interests,2
mr. knatchbull-hugessen,labourers,2
mr. knatchbull-hugessen,treated,2
mr. knatchbull-hugessen,absolutely,1
mr. knatchbull-hugessen,adopt,1
mr. knatchbull-hugessen,affairs,1
mr. knatchbull-hugessen,affected,1
mr. knatchbull-hugessen,arbitrary,1
mr. knatchbull-hugessen,break,1
mr. knatchbull-hugessen,cajoled,1
mr. knatchbull-hugessen,camel's,1
mr. knatchbull-hugessen,carried,1
mr. knatchbull-hugessen,causes,1
colonel stanley,instead,2
colonel stanley,value,2
colonel stanley,10,1
colonel stanley,100,1
colonel stanley,20,1
colonel stanley,30,1
colonel stanley,dwelling,1
colonel stanley,gained,1
colonel stanley,irish,1
colonel stanley,parishes,1
colonel stanley,paupers,1
colonel stanley,prevent,1
colonel stanley,purchase,1
colonel stanley,renting,1
colonel stanley,respective,1
colonel stanley,scotch,1
colonel stanley,settlement,1
mr. sexton,kerry,2
mr. sexton,sexton,2
mr. sexton,auditor,1
mr. sexton,constituency,1
mr. sexton,contains,1
mr. sexton,direct,1
mr. sexton,engaged,1
mr. sexton,evicted,1
mr. sexton,funds,1
mr. sexton,guardians,1
mr. sexton,inquiries,1
mr. sexton,obstinate,1
mr. sexton,organisations,1
mr. sexton,pension,1
mr. sexton,persistence,1
mr. sexton,police,1
mr. sexton,power,1
mr. sexton,preachers,1
mr. sexton,providing,1
mr. sexton,reading,1
mr. campbell-bannerman,india,5
mr. campbell-bannerman,hospital,4
mr. campbell-bannerman,war,4
mr. campbell-bannerman,000,3
mr. campbell-bannerman,1,3
mr. campbell-bannerman,31,3
mr. campbell-bannerman,500,3
mr. campbell-bannerman,850,3
mr. campbell-bannerman,bannerman,3
mr. campbell-bannerman,campbell,3
mr. campbell-bannerman,march,3
mr. campbell-bannerman,salaries,3
mr. campbell-bannerman,sick,3
mr. campbell-bannerman,stirling,3
mr. campbell-bannerman,1883,2
mr. campbell-bannerman,1887,2
mr. campbell-bannerman,army,2
mr. campbell-bannerman,association,2
mr. campbell-bannerman,bands,2
mr. campbell-bannerman,brennan,2
mr. a. j. balfour,government,37
mr. a. j. balfour,private,23
mr. a. j. balfour,time,17
mr. a. j. balfour,business,16
mr. a. j. balfour,supply,12
mr. a. j. balfour,measures,11
mr. a. j. balfour,forward,9
mr. a. j. balfour,cheers,8
mr. a. j. balfour,easter,8
mr. a. j. balfour,rates,8
mr. a. j. balfour,session,8
mr. a. j. balfour,speech,8
mr. a. j. balfour,night,7
mr. a. j. balfour,bringing,6
mr. a. j. balfour,controversial,6
mr. a. j. balfour,days,6
mr. a. j. balfour,end,6
mr. a. j. balfour,relief,6
mr. a. j. balfour,spent,6
mr. a. j. balfour,unofficial,6
mr. dillon,allowed,2
mr. dillon,insurgents,2
mr. dillon,international,2
mr. dillon,mussulmans,2
mr. dillon,rescued,2
mr. dillon,affairs,1
mr. dillon,armed,1
mr. dillon,arrangements,1
mr. dillon,beg,1
mr. dillon,candano,1
mr. dillon,canea,1
mr. dillon,colonel,1
mr. dillon,combatants,1
mr. dillon,fighting,1
mr. dillon,forces,1
mr. dillon,foreign,1
mr. dillon,governor,1
mr. dillon,greece,1
mr. dillon,intervened,1
mr. dillon,prisoners,1
sir c. russell,ship,7
sir c. russell,award,4
sir c. russell,provision,4
sir c. russell,cruiser,3
sir c. russell,difference,3
sir c. russell,party,3
sir c. russell,questions,3
sir c. russell,accused,2
sir c. russell,american,2
sir c. russell,beg,2
sir c. russell,bills,2
sir c. russell,canada,2
sir c. russell,circumstances,2
sir c. russell,condition,2
sir c. russell,contents,2
sir c. russell,correspond,2
sir c. russell,court,2
sir c. russell,discussion,2
sir c. russell,english,2
sir c. russell,exactly,2
sir r. webster,regulations,5
sir r. webster,sub,5
sir r. webster,section,4
sir r. webster,award,3
sir r. webster,meant,3
sir r. webster,publication,3
sir r. webster,ship,3
sir r. webster,country,2
sir r. webster,criticised,2
sir r. webster,importance,2
sir r. webster,interests,2
sir r. webster,interfered,2
sir r. webster,notice,2
sir r. webster,port,2
sir r. webster,provisions,2
sir r. webster,published,2
sir r. webster,receive,2
sir r. webster,1,1
sir r. webster,absence,1
sir r. webster,accused,1
mr. labouchere,government,19
mr. labouchere,private,11
mr. labouchere,session,7
mr. labouchere,time,7
mr. labouchere,motions,6
mr. labouchere,labouchere,5
mr. labouchere,ministers,5
mr. labouchere,opposition,5
mr. labouchere,expected,4
mr. labouchere,mismanaged,4
mr. labouchere,speech,4
mr. labouchere,budget,3
mr. labouchere,conciliatory,3
mr. labouchere,confidence,3
mr. labouchere,forward,3
mr. labouchere,knew,3
mr. labouchere,majority,3
mr. labouchere,registration,3
mr. labouchere,scotch,3
mr. labouchere,vote,3
mr. curzon,government,27
mr. curzon,vote,11
mr. curzon,franchise,10
mr. curzon,defence,7
mr. curzon,election,7
mr. curzon,introduced,7
mr. curzon,registration,7
mr. curzon,representation,7
mr. curzon,desired,6
mr. curzon,india,6
mr. curzon,powers,6
mr. curzon,redistribution,6
mr. curzon,time,6
mr. curzon,year,6
mr. curzon,country,5
mr. curzon,parliament,5
mr. curzon,period,5
mr. curzon,plural,5
mr. curzon,property,5
mr. curzon,speech,5
mr. j. chamberlain,government,36
mr. j. chamberlain,time,35
mr. j. chamberlain,session,23
mr. j. chamberlain,bills,15
mr. j. chamberlain,emergency,9
mr. j. chamberlain,business,8
mr. j. chamberlain,importance,8
mr. j. chamberlain,private,8
mr. j. chamberlain,month,7
mr. j. chamberlain,circumstances,6
mr. j. chamberlain,country,6
mr. j. chamberlain,forward,6
mr. j. chamberlain,speech,6
mr. j. chamberlain,autumn,5
mr. j. chamberlain,contentious,5
mr. j. chamberlain,home,5
mr. j. chamberlain,leader,5
mr. j. chamberlain,majority,5
mr. j. chamberlain,rule,5
mr. j. chamberlain,change,4
mr. asquith,apprentices,3
mr. asquith,checkweigher,3
mr. asquith,evidence,3
mr. asquith,home,3
mr. asquith,weighing,3
mr. asquith,asquith,2
mr. asquith,balance,2
mr. asquith,chamberlain,2
mr. asquith,deductions,2
mr. asquith,fife,2
mr. asquith,illegal,2
mr. asquith,information,2
mr. asquith,intention,2
mr. asquith,introduce,2
mr. asquith,lock,2
mr. asquith,london,2
mr. asquith,machine,2
mr. asquith,manager,2
mr. asquith,men,2
mr. asquith,miners,2
lord r. churchill,budget,7
lord r. churchill,government,7
lord r. churchill,session,6
lord r. churchill,time,6
lord r. churchill,year,6
lord r. churchill,majority,5
lord r. churchill,opposition,4
lord r. churchill,speech,4
lord r. churchill,bills,3
lord r. churchill,commons,3
lord r. churchill,morning,3
lord r. churchill,nearly,3
lord r. churchill,parliamentary,3
lord r. churchill,private,3
lord r. churchill,proceedings,3
lord r. churchill,sitting,3
lord r. churchill,unprecedented,3
lord r. churchill,whitsuntide,3
lord r. churchill,10,2
lord r. churchill,15,2
sir e. clarke,1884,1
sir e. clarke,accepted,1
sir e. clarke,bulwark,1
sir e. clarke,charge,1
sir e. clarke,clarke,1
sir e. clarke,corrupt,1
sir e. clarke,hoard,1
sir e. clarke,inquired,1
sir e. clarke,moved,1
sir e. clarke,myself,1
sir e. clarke,passing,1
sir e. clarke,plural,1
sir e. clarke,plymouth,1
sir e. clarke,practices,1
sir e. clarke,prior,1
sir e. clarke,property,1
sir e. clarke,voting,1
sir e. clarke,wanted,1
sir w. harcourt,government,63
sir w. harcourt,business,35
sir w. harcourt,time,28
sir w. harcourt,hope,14
sir w. harcourt,session,13
sir w. harcourt,country,11
sir w. harcourt,majority,11
sir w. harcourt,days,10
sir w. harcourt,circumstances,9
sir w. harcourt,date,9
sir w. harcourt,desire,9
sir w. harcourt,measures,9
sir w. harcourt,non,9
sir w. harcourt,party,9
sir w. harcourt,bills,8
sir w. harcourt,cheers,8
sir w. harcourt,controversial,8
sir w. harcourt,duty,8
sir w. harcourt,official,8
sir w. harcourt,policy,8
mr. j. morley,police,19
mr. j. morley,government,13
mr. j. morley,protection,12
mr. j. morley,paragraph,11
mr. j. morley,guardians,10
mr. j. morley,informed,10
mr. j. morley,year,10
mr. j. morley,commission,8
mr. j. morley,donovan,7
mr. j. morley,evicted,7
mr. j. morley,inspector,7
mr. j. morley,law,7
mr. j. morley,monitor,7
mr. j. morley,monitors,7
mr. j. morley,tenants,7
mr. j. morley,commissioners,6
mr. j. morley,preachers,6
mr. j. morley,received,6
mr. j. morley,special,6
mr. j. morley,time,6
sir william harcourt,government,3
sir william harcourt,cheers,2
sir william harcourt,crete,2
sir william harcourt,greece,2
sir william harcourt,situation,2
sir william harcourt,affairs,1
sir william harcourt,beg,1
sir william harcourt,blockade,1
sir william harcourt,commons,1
sir william harcourt,crown,1
sir william harcourt,date,1
sir william harcourt,employ,1
sir william harcourt,following,1
sir william harcourt,forces,1
sir william harcourt,harcourt,1
sir william harcourt,illness,1
sir william harcourt,intention,1
sir william harcourt,leave,1
sir william harcourt,monmouth,1
sir william harcourt,policy,1
mr. brodrick,officer,7
mr. brodrick,commanding,5
mr. brodrick,private,4
mr. brodrick,shamrock,4
mr. brodrick,considered,3
mr. brodrick,grindle,3
mr. brodrick,men,3
mr. brodrick,ordered,3
mr. brodrick,parade,3
mr. brodrick,time,3
mr. brodrick,volunteers,3
mr. brodrick,13,2
mr. brodrick,ammunition,2
mr. brodrick,blundell,2
mr. brodrick,buildings,2
mr. brodrick,colours,2
mr. brodrick,continue,2
mr. brodrick,cost,2
mr. brodrick,deferred,2
mr. brodrick,engineer,2
the secretary of state for india,india,7
the secretary of state for india,speech,7
the secretary of state for india,attorney,5
the secretary of state for india,liberty,5
the secretary of state for india,cross,4
the secretary of state for india,government,4
the secretary of state for india,liberal,4
the secretary of state for india,alluded,3
the secretary of state for india,forgotten,3
the secretary of state for india,night,3
the secretary of state for india,opposition,3
the secretary of state for india,perfectly,3
the secretary of state for india,quoted,3
the secretary of state for india,superannuation,3
the secretary of state for india,vote,3
the secretary of state for india,advocacy,2
the secretary of state for india,arguments,2
the secretary of state for india,behar,2
the secretary of state for india,campaign,2
the secretary of state for india,controversy,2
mr. hanbury,government,33
mr. hanbury,time,19
mr. hanbury,private,17
mr. hanbury,forward,14
mr. hanbury,session,11
mr. hanbury,motions,9
mr. hanbury,office,7
mr. hanbury,post,7
mr. hanbury,postmaster,7
mr. hanbury,tuesday,7
mr. hanbury,business,6
mr. hanbury,company,6
mr. hanbury,feet,6
mr. hanbury,importance,6
mr. hanbury,opportunity,6
mr. hanbury,vote,6
mr. hanbury,aware,5
mr. hanbury,discussing,5
mr. hanbury,railway,5
mr. hanbury,adopted,4
mr. wyndham,political,14
mr. wyndham,england,12
mr. wyndham,government,12
mr. wyndham,power,10
mr. wyndham,scotland,10
mr. wyndham,ireland,9
mr. wyndham,wales,9
mr. wyndham,english,8
mr. wyndham,franchise,8
mr. wyndham,reform,8
mr. wyndham,representation,8
mr. wyndham,clauses,7
mr. wyndham,home,7
mr. wyndham,registration,7
mr. wyndham,voter,7
mr. wyndham,votes,7
mr. wyndham,election,6
mr. wyndham,plural,6
mr. wyndham,symmetry,6
mr. wyndham,capable,5
mr. austen chamberlain,gratuity,2
mr. austen chamberlain,1887,1
mr. austen chamberlain,admiralty,1
mr. austen chamberlain,allowed,1
mr. austen chamberlain,austen,1
mr. austen chamberlain,awarded,1
mr. austen chamberlain,bull,1
mr. austen chamberlain,calculation,1
mr. austen chamberlain,chamberlain,1
mr. austen chamberlain,civil,1
mr. austen chamberlain,cooper,1
mr. austen chamberlain,discharged,1
mr. austen chamberlain,inclusion,1
mr. austen chamberlain,longer,1
mr. austen chamberlain,maximum,1
mr. austen chamberlain,pay,1
mr. austen chamberlain,prevent,1
mr. austen chamberlain,quarters,1
mr. austen chamberlain,required,1
mr. austen chamberlain,superannuation,1
mr. arnold-forster,arrested,2
mr. arnold-forster,arnold,1
mr. arnold-forster,assaults,1
mr. arnold-forster,beg,1
mr. arnold-forster,belfast,1
mr. arnold-forster,chief,1
mr. arnold-forster,connection,1
mr. arnold-forster,constabulary,1
mr. arnold-forster,continued,1
