n,sentiment,decade,grammatical_collocates
2,Positive,1840,peculiar property
7,Positive,1840,better landlord
1,Positive,1840,capable tenants
1,Positive,1840,great landlord
1,Positive,1840,temporal splendor
1,Positive,1840,wonderful land
1,Positive,1840,large landowner
4,Positive,1840,improved land
6,Positive,1840,light land
4,Positive,1840,finest land
2,Positive,1840,better rent
1,Positive,1840,first termor
2,Positive,1840,richer land
1,Positive,1840,appropriate land
5,Positive,1840,old land
1,Positive,1840,superior land
1,Positive,1840,large inclosures
3,Positive,1840,worth land
3,Positive,1840,old tenant
2,Positive,1840,best lands
3,Positive,1840,richest land
3,Positive,1840,light lands
1,Positive,1840,fresh tenant
2,Positive,1840,good lands
2,Positive,1840,respective lands
1,Positive,1840,restored lands
1,Positive,1840,high land
2,Positive,1840,particular enclosure
1,Positive,1840,large rental
1,Positive,1840,certain land
1,Positive,1840,certain rents
1,Positive,1840,clear land
4,Positive,1840,original allottees
1,Positive,1840,first allotments
2,Positive,1840,absolute property
1,Positive,1840,large leaseholder
1,Positive,1840,whole tenants
2,Positive,1840,more landlords
1,Positive,1840,intelligent landowners
3,Positive,1840,large rent
3,Positive,1840,freehold lands
1,Positive,1840,profitable lands
4,Positive,1840,original tenants
1,Positive,1840,original allotments
3,Positive,1840,capable lands
1,Positive,1840,responsible tenants
1,Positive,1840,first leaseholder
1,Positive,1840,increased rentals
2,Positive,1840,original allottee
1,Positive,1840,certain tenantry
1,Positive,1840,doubtless landlords
3,Positive,1840,old tenants
1,Positive,1840,peaceable tenantry
1,Positive,1840,succeeding tenant
9,Positive,1840,improving tenant
1,Positive,1840,smart rent
5,Positive,1840,own demesne
1,Positive,1840,rigorous landlord
4,Positive,1840,improving landlord
2,Positive,1840,old leases
3,Positive,1840,best tenants
1,Positive,1840,profitable land
1,Positive,1840,good tenements
1,Positive,1840,new enclosures
1,Positive,1840,new tenancy
1,Positive,1840,certain evictions
1,Positive,1840,excited tenants
2,Positive,1840,old rent
2,Positive,1840,intelligent tenantry
1,Positive,1840,superior tenantry
2,Positive,1840,humane landlords
1,Positive,1840,valuing land
1,Positive,1840,willing tenants
2,Positive,1840,particular tenant
2,Positive,1840,right tenant
2,Positive,1840,old lands
1,Positive,1840,fine tenantry
1,Positive,1840,own rent
1,Positive,1840,more tenant
2,Positive,1840,improving landowner
1,Positive,1840,true landlords
2,Positive,1840,real landlords
1,Positive,1840,beneficent landlord
1,Positive,1840,increased tenantry
1,Positive,1840,honest landlord
1,Positive,1840,respected landlord
1,Positive,1840,solid land
1,Positive,1840,rich landlord
1,Positive,1840,protected land
1,Positive,1840,purely lands
1,Positive,1840,fine property
1,Positive,1840,prosperous property
1,Positive,1840,civilized land
1,Positive,1840,steady rents
1,Positive,1840,capable eminent
1,Positive,1840,most lands
1,Positive,1840,celebrated subalterns
2,Positive,1840,promised land
1,Positive,1840,best landlord
1,Positive,1840,kind landlords
1,Positive,1840,mighty land
1,Positive,1840,very landlords
1,Positive,1840,cheerful tenantry
2,Positive,1840,particular landlords
1,Positive,1840,greater property
4,Positive,1840,original lease
1,Positive,1840,honest landlords
1,Positive,1840,willing landlords
1,Positive,1840,powerful landlord
1,Positive,1840,free property
1,Positive,1840,beautiful land
1,Positive,1840,great rents
1,Positive,1840,whole enclosure
1,Positive,1840,full rental
2,Positive,1840,certain leaseholders
1,Positive,1840,rich landlords
2,Positive,1840,comfortable tenantry
1,Positive,1840,comfortable tenants
1,Positive,1840,old property
2,Positive,1840,improving landlords
1,Positive,1840,new inclosures
2,Positive,1840,freehold allotments
1,Positive,1840,superior landlords
1,Positive,1840,proud landlords
1,Positive,1840,rich absentees
3,Positive,1840,original rent
1,Positive,1840,reasonable rents
1,Positive,1840,improving tenants
3,Positive,1840,many eminent
1,Positive,1840,suitable lands
1,Positive,1840,benevolent landlord
1,Positive,1840,great demesne
1,Positive,1840,rich landowner
1,Positive,1840,certain landlord
1,Positive,1840,old landmarks
1,Positive,1840,own demesnes
1,Positive,1840,lovely land
1,Positive,1840,like property
1038,Positive,1850,real property
13,Positive,1850,high rent
30,Positive,1850,increased rent
10,Positive,1850,more land
11,Positive,1850,fixed rent
30,Positive,1850,freehold property
16,Positive,1850,own lands
40,Positive,1850,own land
111,Positive,1850,own property
23,Positive,1850,much property
4,Positive,1850,certain rents
1,Positive,1850,fair demesnes
6,Positive,1850,own tenantry
10,Positive,1850,whole rental
89,Positive,1850,whole property
9,Positive,1850,beneficial leases
76,Positive,1850,large property
14,Positive,1850,many landlords
2,Positive,1850,old rents
4,Positive,1850,large landowners
1,Positive,1840,excellent rent
1,Positive,1840,deserving landowners
1,Positive,1840,own landowners
1,Positive,1850,greatest property
3,Positive,1850,considerable rent
1,Positive,1840,great absentees
1,Positive,1840,wealthy tenants
7,Positive,1850,more rent
3,Positive,1850,certain landowners
1,Positive,1850,beneficial property
27,Positive,1850,considerable property
10,Positive,1850,higher rent
3,Positive,1850,higher rents
3,Positive,1850,reasonable rents
1,Positive,1840,own landlords
1,Positive,1840,much squatting
1,Positive,1840,large tenements
1,Positive,1840,enjoying tenant
1,Positive,1840,beneficial occupancy
1,Positive,1840,large rentals
1,Positive,1840,giving landlord
1,Positive,1840,new landowner
1,Positive,1840,ideal seisin
1,Positive,1840,fine leaseholders
1,Positive,1840,new tenantry
15,Positive,1850,much land
1,Positive,1840,general inclosure
1,Positive,1840,respective leases
1,Positive,1840,original lessee
5,Positive,1840,original landlord
1,Positive,1840,splendid property
1,Positive,1840,active landlords
1,Positive,1840,many lessees
3,Positive,1840,first tenant
1,Positive,1840,most landlords
1,Positive,1840,major crofton
3,Positive,1840,beneficial leases
1,Positive,1850,extraordinary property
1,Positive,1840,wealthy absentees
8,Positive,1850,good tenant
9,Positive,1850,best land
2,Positive,1850,rich lands
21,Positive,1850,great landowners
8,Positive,1850,many landowners
1,Positive,1850,reasonable rent
11,Positive,1850,fertile land
4,Positive,1850,whole rent
14,Positive,1850,good land
1,Positive,1850,old landlords
3,Positive,1850,respectable tenant
10,Positive,1850,whole land
1,Positive,1850,particular landlord
8,Positive,1850,much rent
2,Positive,1850,original landlord
1,Positive,1850,influential landlords
19,Positive,1850,fair rent
27,Positive,1850,certain property
2,Positive,1850,better land
1,Positive,1850,distinct tenement
3,Positive,1850,legal tenant
1,Positive,1850,legal tenancy
1,Positive,1850,worth tenement
2,Positive,1850,favourable tenant
2,Positive,1850,responsible tenant
1,Positive,1850,own landlords
1,Positive,1850,very landlord
1,Positive,1850,large rentals
3,Positive,1850,fair rental
1,Positive,1850,certain evictions
2,Positive,1850,improved property
1,Positive,1850,fine property
7,Positive,1850,outgoing tenants
2,Positive,1840,clear rental
1,Positive,1840,best tenantry
1,Positive,1840,reasonable tenants
1,Positive,1840,substantial lease
25,Positive,1850,fixed property
29,Positive,1850,certain lands
1,Positive,1840,mighty landmarks
6,Positive,1850,happy land
1,Positive,1850,fair tenant
1,Positive,1840,sound leases
4,Positive,1850,charitable property
1,Positive,1840,own vassals
1,Positive,1840,more lands
1,Positive,1850,beautiful property
1,Positive,1840,respective rentals
1,Positive,1840,natural landlord
2,Positive,1840,old landlords
1,Positive,1840,improving lease
1,Positive,1840,original tenant
1,Positive,1840,more evictions
1,Positive,1840,many evictions
1,Positive,1840,substantial tenant
1,Positive,1840,stronger landlords
1,Positive,1840,free rental
1,Positive,1840,direct tenants
2,Positive,1840,best rent
2,Positive,1840,honest tenantry
1,Positive,1840,great tenants
10,Positive,1850,main land
1,Positive,1840,much absenteeism
1,Positive,1840,particular land
1,Positive,1850,celebrated franklin
8,Positive,1850,new land
3,Positive,1850,free rent
1,Positive,1850,ready land
1,Positive,1850,beneficial lease
2,Positive,1850,finest land
1,Positive,1850,willing land
13,Positive,1850,high rents
2,Positive,1850,rich land
1,Positive,1850,new lessee
6,Positive,1850,great landlords
8,Positive,1850,many tenants
9,Positive,1850,wild lands
1,Positive,1850,promising rents
1,Positive,1850,respective leases
4,Positive,1850,free land
11,Positive,1850,worth property
1,Positive,1850,ambitious landlords
1,Positive,1850,greater property
2,Positive,1840,fresh property
1,Positive,1850,complete rental
12,Positive,1850,good landlord
2,Positive,1850,legal property
1,Positive,1850,apparent rental
3,Positive,1850,certain landlords
1,Positive,1850,general rental
3,Positive,1850,own tenant
1,Positive,1850,contented tenantry
1,Positive,1850,great rent
1,Positive,1850,light land
3,Positive,1850,available property
3,Positive,1850,whole lands
4,Positive,1850,certain land
2,Positive,1850,particular lands
1,Positive,1850,precise rental
7,Positive,1850,great property
6,Positive,1850,certain rent
1,Positive,1840,large tenants
1,Positive,1840,beneficial property
1,Positive,1840,direct landlord
4,Positive,1850,available land
1,Positive,1850,succeeding tenant
2,Positive,1850,compelling landlords
2,Positive,1850,old rent
4,Positive,1850,worth land
6,Positive,1850,general property
1,Positive,1850,intelligent landowner
9,Positive,1850,new lease
5,Positive,1850,old lease
1,Positive,1850,best leases
35,Positive,1850,valuable property
1,Positive,1840,large land
1,Positive,1850,good lease
4,Positive,1850,great landowner
1,Positive,1840,unpaid rentals
1,Positive,1840,honest tenant
4,Positive,1850,more property
4,Positive,1850,new lands
1,Positive,1840,glad landlords
2,Positive,1850,many landholders
4,Positive,1850,increased rents
1,Positive,1850,valuing land
2,Positive,1850,free socage
2,Positive,1850,best chattel
2,Positive,1850,live chattel
11,Positive,1850,freehold land
1,Positive,1850,freehold lands
3,Positive,1850,good tenants
9,Positive,1850,good landlords
1,Positive,1850,wonderful land
2,Positive,1850,very lands
1,Positive,1850,touching land
1,Positive,1850,respective lands
1,Positive,1850,favoured lands
1,Positive,1850,better allotments
1,Positive,1850,happier land
2,Positive,1850,richest land
1,Positive,1850,wealthy landlord
2,Positive,1850,best landlords
13,Positive,1850,great landholders
2,Positive,1850,fresh lease
7,Positive,1850,honest tenant
7,Positive,1850,own tenants
1,Positive,1850,large rents
2,Positive,1850,respectable tenants
2,Positive,1850,rich landowner
2,Positive,1850,fair lands
1,Positive,1850,intelligent vassal
2,Positive,1850,valuable land
6,Positive,1850,exclusive property
1,Positive,1850,accessible property
1,Positive,1850,beneficial occupancy
1,Positive,1850,noble eminent
1,Positive,1850,fit rent
2,Positive,1850,excellent landlord
1,Positive,1850,own rent
1,Positive,1850,great rents
1,Positive,1850,improved rent
29,Positive,1850,outgoing tenant
3,Positive,1850,right tenant
1,Positive,1850,noble absentees
20,Positive,1850,improving tenant
3,Positive,1850,certain tenants
2,Positive,1850,intelligent landlord
2,Positive,1850,honest landlord
1,Positive,1850,competent landlord
3,Positive,1850,great landmark
3,Positive,1850,fertile lands
2,Positive,1850,broad lands
2,Positive,1850,very land
5,Positive,1850,new tenant
12,Positive,1850,particular property
4,Positive,1850,very property
2,Positive,1850,large landlords
2,Positive,1850,greatest landowners
1,Positive,1850,determinable leases
1,Positive,1850,legal rents
1,Positive,1850,first rentcharge
1,Positive,1850,richest landowners
1,Positive,1850,capable property
2,Positive,1850,best rent
1,Positive,1850,best landlord
4,Positive,1850,improving tenants
2,Positive,1850,original rent
11,Positive,1850,absolute property
1,Positive,1850,large rent
3,Positive,1850,light lands
2,Positive,1850,capable lands
1,Positive,1850,strong landlord
1,Positive,1850,best rents
1,Positive,1850,growing land
2,Positive,1850,certain leases
1,Positive,1850,real land
1,Positive,1850,advanced rent
2,Positive,1850,improving landlord
1,Positive,1850,great leases
3,Positive,1850,many leases
1,Positive,1850,beautiful landscape
2,Positive,1850,finest lands
2,Positive,1850,own rents
1,Positive,1850,benevolent landlord
3,Positive,1850,more leases
2,Positive,1850,very rent
3,Positive,1850,vested property
1,Positive,1850,accurate land
1,Positive,1850,reasonable tenant
1,Positive,1850,enterprising tenant
3,Positive,1850,old leases
1,Positive,1850,best lease
1,Positive,1850,satisfactory lease
3,Positive,1850,valued rent
1,Positive,1850,wild land
1,Positive,1850,more landsmen
1,Positive,1850,complete vassal
1,Positive,1850,old tenant
2,Positive,1850,free lands
4,Positive,1850,great landlord
1,Positive,1850,greater feuds
1,Positive,1850,most tenants
1,Positive,1850,modern landlords
1,Positive,1850,rich landlord
4,Positive,1850,real rent
3,Positive,1850,original lease
1,Positive,1850,first rent
1,Positive,1850,own rental
2,Positive,1850,greater rent
5,Positive,1850,free property
1,Positive,1850,first tenant
2,Positive,1850,particular tenant
1,Positive,1850,large rental
1,Positive,1850,promised landlord
1,Positive,1850,relievo property
3,Positive,1850,new tenants
1,Positive,1850,clear rental
1,Positive,1850,many property
5,Positive,1850,fixed rents
1,Positive,1850,solid property
2,Positive,1850,honest tenants
1,Positive,1850,many landlord
1,Positive,1850,handsome rent
1,Positive,1850,successful splendid
1,Positive,1850,new landholders
2,Positive,1850,great landmarks
2,Positive,1850,fine land
1,Positive,1850,very tenant
1,Positive,1850,superior property
1,Positive,1850,interested landowners
3,Positive,1850,particular lease
2,Positive,1850,old tenants
1,Positive,1850,first occupancy
1,Positive,1850,compelling landowners
1,Positive,1850,more lands
1,Positive,1850,fresh lands
1,Positive,1850,great franklin
1,Positive,1850,compelling tenant
1,Positive,1850,own occupancy
1,Positive,1850,capable land
1,Positive,1850,many landsmen
1,Positive,1850,distinct property
