nation,concern,decade,n
Australia,convicts,1840,1
Australia,corn,1840,2
Australia,council,1900,1
Australia,cruisers,1910,2
Australia,development,1900,1
Australia,disaster,1880,1
Australia,disturbances,1900,3
Australia,division,1900,1
Australia,emigrants,1850,1
Australia,emigrants,1890,1
Australia,emigration,1840,6
Australia,emigration,1850,9
Australia,emigration,1870,3
Australia,emigration,1880,3
Australia,emigration,1890,3
Australia,envelopes,1880,1
Australia,establishment,1850,1
Australia,exports,1900,1
Australia,fishing,1880,2
Australia,foreshore,1880,1
Australia,freights,1900,1
Australia,goods,1900,1
Australia,grain,1900,1
Australia,hates,1890,1
Australia,home rule,1900,1
Australia,horse,1900,3
Australia,immigrants,1900,6
Australia,import,1900,2
Australia,imported,1900,1
Australia,interruptions,1900,1
Australia,kitchener,1900,1
Australia,lands,1840,8
Australia,lands,1850,2
Australia,liquor,1890,2
Australia,liquor traffic,1890,1
Australia,lists,1900,1
Australia,machinery,1900,2
Australia,mail,1890,1
Australia,mail,1900,3
Australia,mails,1850,1
Australia,mails,1880,2
Australia,mails,1900,3
Australia,marriage,1850,1
Australia,mints,1850,1
Australia,money,1900,2
Australia,navigation,1840,2
Australia,newspaper,1870,2
Australia,newspapers,1880,2
Australia,parcel,1880,1
Australia,parcel post,1880,1
Australia,passengers,1890,1
Australia,pearl,1880,1
Australia,penny,1900,1
Australia,penny postage,1900,1
Australia,pension,1900,2
Australia,plague,1880,1
Australia,police,1900,1
Australia,postage rates,1890,1
Australia,price,1900,1
Australia,privy,1900,1
Australia,protection,1890,1
Australia,railway,1900,1
Australia,rate,1890,1
Australia,rate,1900,1
Australia,recruiting,1900,1
Australia,refusal,1880,1
Australia,refused admission,1900,1
Australia,reserve,1900,1
Australia,responsible,1880,1
Australia,route,1900,1
Australia,routes,1900,1
Australia,rule,1900,1
Australia,seamen,1850,1
Australia,seamen,1900,1
Australia,settlements,1900,1
Australia,ships,1880,2
Australia,states,1880,1
Australia,steam,1840,4
Australia,steam,1850,2
Australia,steam,1890,2
Australia,steam communication,1840,1
Australia,steam communication,1850,1
Australia,steamship,1890,1
Australia,telegrams,1890,1
Australia,telegrams,1900,1
Australia,telegraph,1890,1
Australia,telegraphic communication,1890,1
Australia,telegraphy,1910,2
Australia,times,1900,1
Australia,traffic,1890,3
Australia,transmission,1900,1
Australia,troops,1900,2
Australia,vessels,1910,4
Australia,waste,1840,4
Australia,waste,1850,1
Australia,waste lands,1840,4
Australia,waste lands,1850,1
Australia,wireless,1910,2
Australia,wireless telegraphy,1910,2
Australia,annexation,1880,3
Australia,appeal,1900,2
Australia,arms,1900,1
Australia,banks,1910,4
Australia,bar,1900,1
Australia,bounties,1900,4
Australia,british indians,1900,1
Australia,butter,1890,2
Australia,cable,1900,1
Australia,cards,1880,1
Australia,carriage,1900,1
Australia,charges,1880,1
Australia,coal,1860,3
Australia,coal,1900,3
Australia,colonies,1840,2
Australia,colonies,1850,6
Australia,colonies,1860,1
Australia,colonies,1880,19
Australia,colonies,1890,4
Australia,colonies,1900,4
Australia,colony,1830,1
Australia,colony,1900,1
Australia,companies,1850,1
Australia,company,1850,4
Australia,constitution,1890,1
Australia,constitution,1900,1
Australia,contract,1880,2
Australia,contract,1890,2
Australia,contract,1900,2
Australia,contracts,1880,1
Australia,contracts,1890,1
Australia,contracts,1900,1
Australia,conveyance,1880,1
Australia,council,1900,1
Australia,currency,1900,1
Australia,debt,1910,2
Australia,deliveries,1900,1
Australia,direct,1850,1
Australia,disturbances,1900,6
Australia,division,1900,2
Australia,empire,1900,1
Australia,evidence,1880,1
Australia,exclusion,1900,1
Australia,execution,1900,1
Australia,export,1900,1
Australia,federation,1890,2
Australia,federation,1900,1
Australia,flogging,1890,4
Australia,flotilla,1890,1
Australia,front,1900,1
Australia,goods,1900,1
Australia,home rule,1900,1
Australia,hospital,1880,3
Australia,immigrants,1880,3
Australia,immigration,1900,10
Australia,import,1900,1
Australia,imported,1900,1
Australia,imports,1900,4
Australia,intervention,1900,1
Australia,islanders,1900,1
Australia,jam,1900,1
Australia,labour,1900,4
Australia,lands,1840,2
Australia,leather,1890,1
Australia,mail,1850,4
Australia,mail,1880,3
Australia,mail,1890,3
Australia,mail,1900,8
Australia,mails,1850,2
Australia,mails,1860,2
Australia,mails,1880,3
Australia,mails,1890,6
Australia,mails,1900,6
Australia,mails,1910,2
Australia,measures,1900,1
Australia,meat,1890,2
Australia,meat,1900,1
Australia,membership,1900,1
Australia,mint,1890,1
Australia,mints,1890,2
Australia,mints,1900,1
Australia,news,1880,1
Australia,officers,1900,3
Australia,pamphlet,1900,1
Australia,pay,1900,2
Australia,pensions,1900,1
Australia,ports,1900,1
Australia,post cards,1880,1
Australia,prime,1880,1
Australia,privy,1900,1
Australia,proclamation,1900,1
Australia,rabbits,1880,1
Australia,railway,1910,2
Australia,railways,1900,2
Australia,representation,1900,2
Australia,residence,1900,2
Australia,route,1910,2
Australia,rule,1900,1
Australia,sailors,1900,1
Australia,savings,1910,2
Australia,savings banks,1910,2
Australia,servants,1900,1
Australia,shipments,1900,1
Australia,squadron,1880,1
Australia,squadron,1900,2
Australia,states,1900,1
Australia,station,1890,1
Australia,station,1910,2
Australia,steam,1850,4
Australia,steam,1890,2
Australia,steam packet,1850,1
Australia,steamers,1880,1
Australia,sugar,1900,8
Australia,sugar bounties,1900,2
Australia,tinned,1900,1
Australia,transportation,1850,2
Australia,trial,1900,2
Australia,troops,1900,2
Australia,union,1880,1
Australia,wages,1900,2
Australia,waste,1840,1
Australia,waste lands,1840,1
Australia,waters,1890,2
Australia,wines,1890,1
Australia,wool,1900,2
Austria,agriculture,1860,2
Austria,ambassador,1830,1
Austria,annexation,1900,1
Austria,cattle,1860,2
Austria,commercial,1830,1
Austria,commercial treaty,1830,1
Austria,contracts,1890,1
Austria,conveyance,1850,1
Austria,count,1850,1
Austria,export,1890,1
Austria,hay,1890,2
Austria,imports,1900,2
Austria,insurance,1910,4
Austria,message,1800,1
Austria,message,1910,2
Austria,military operations,1880,1
Austria,missionaries,1850,1
Austria,newspapers,1890,2
Austria,rumoured,1880,1
Austria,shipbuilding,1910,4
Austria,sugar,1900,4
Austria,telegraph,1850,1
Austria,troops,1880,2
Austria,ambassador,1880,1
Austria,british vessels,1880,1
Austria,cattle,1870,2
Austria,commercial,1860,1
Austria,commercial treaty,1860,1
Austria,conferences,1850,1
Austria,exports,1900,1
Austria,immigrants,1900,3
Austria,importation,1870,2
Austria,letter,1880,3
Austria,mails,1880,1
Austria,mercantile,1880,1
Austria,officers,1900,1
Austria,ports,1880,1
Austria,prison,1880,1
Austria,quarantine,1880,1
Austria,railway,1880,1
Austria,squadron,1860,2
Austria,steel,1900,1
Austria,train,1880,1
Austria,vessels,1880,2
Bahama,taylor,1880,1
Balkan_Peninsula,garrisons,1870,1
Balkan_Peninsula,international conference,1900,1
Balkan_Peninsula,peninsula,1900,3
Barbados,importation,1830,2
Barbados,island,1880,1
Barbados,religious,1880,2
Barbados,riots,1870,1
Barbados,rule,1880,1
Belgium,agricultural,1890,1
Belgium,commercial,1890,1
Belgium,fisheries,1880,12
Belgium,fishery,1880,2
Belgium,fishing,1880,6
Belgium,fortresses,1830,2
Belgium,free,1890,1
Belgium,garrisons,1910,2
Belgium,import,1890,1
Belgium,imports,1900,2
Belgium,instruction,1900,1
Belgium,iron,1900,1
Belgium,mining,1910,4
Belgium,minister,1900,1
Belgium,north sea fisheries,1880,2
Belgium,outrages,1880,1
Belgium,outrages,1900,1
Belgium,owners,1880,1
Belgium,powder,1870,1
Belgium,produce,1890,2
Belgium,religious,1900,2
Belgium,rubber,1910,2
Belgium,schools,1900,2
Belgium,sea fisheries,1880,2
Belgium,shipments,1910,2
Belgium,steel,1900,1
Belgium,sugar,1840,4
Belgium,trawlers,1880,3
Belgium,vessels,1880,8
Belgium,bounties,1880,1
Belgium,cocoa,1890,1
Belgium,commercial,1890,4
Belgium,commercial treaty,1890,1
Belgium,contracts,1900,1
Belgium,education,1890,5
Belgium,imports,1900,2
Belgium,imports of linen yarns,1900,1
Belgium,imprisonment,1890,2
Belgium,letter,1880,3
Belgium,linen,1900,1
Belgium,meat,1890,1
Belgium,meat trade,1890,2
Belgium,obligations,1870,1
Belgium,railway,1900,1
Belgium,recruiting,1900,1
Belgium,relative,1830,2
Belgium,riots,1860,1
Belgium,seizure,1850,1
Belgium,settlement,1830,2
Belgium,sugar,1880,4
Belgium,sugar bounties,1880,1
Belgium,troops,1830,4
Bengal,advocate,1840,2
Bengal,advocate,1870,2
Bengal,advocate,1890,2
Bengal,advocate,1900,2
Bengal,agency,1870,2
Bengal,agricultural,1890,1
Bengal,agricultural statistics,1890,1
Bengal,allowance,1900,2
Bengal,appeal,1890,2
Bengal,boycott,1900,1
Bengal,british goods,1900,1
Bengal,chief,1880,1
Bengal,chief,1900,1
Bengal,code,1900,2
Bengal,company,1880,2
Bengal,conferences,1910,2
Bengal,consumption,1900,2
Bengal,contract,1900,2
Bengal,coolie,1890,2
Bengal,coolies,1900,2
Bengal,cost,1910,4
Bengal,council,1890,1
Bengal,council,1900,1
Bengal,council,1910,2
Bengal,cultivation,1890,2
Bengal,cultivation,1900,2
Bengal,detention,1900,2
Bengal,distillery,1900,3
Bengal,disturbances,1870,3
Bengal,education,1900,10
Bengal,education code,1900,2
Bengal,engineering,1900,1
Bengal,establishment,1880,1
Bengal,establishment,1890,1
Bengal,estate,1900,3
Bengal,excise,1900,1
Bengal,execution,1900,1
Bengal,exports,1900,1
Bengal,famine,1870,2
Bengal,flogging,1880,4
Bengal,gaol,1890,1
Bengal,gaols,1880,6
Bengal,glanders,1880,2
Bengal,goods,1900,1
Bengal,inquiry,1900,1
Bengal,instruction,1900,4
Bengal,irrigation,1900,1
Bengal,land,1900,1
Bengal,late,1900,1
Bengal,liquor,1900,2
Bengal,measures,1900,1
Bengal,medical,1890,1
Bengal,model,1900,1
Bengal,mortality,1890,2
Bengal,nawab,1870,1
Bengal,officers,1910,2
Bengal,opium,1890,1
Bengal,opium,1900,3
Bengal,opium cultivation,1890,1
Bengal,outrages,1900,2
Bengal,partition,1900,8
Bengal,partition,1910,2
Bengal,payment,1900,1
Bengal,police,1870,1
Bengal,police,1880,1
Bengal,police,1900,5
Bengal,presidency,1900,1
Bengal,price,1900,1
Bengal,prisoner,1900,1
Bengal,prisoners,1910,4
Bengal,prisons,1880,6
Bengal,prisons,1890,3
Bengal,province,1900,1
Bengal,punishment,1880,1
Bengal,railway,1880,2
Bengal,railway,1900,2
Bengal,railway company,1880,1
Bengal,railways,1880,4
Bengal,recruiting,1890,1
Bengal,school,1880,1
Bengal,schools,1900,8
Bengal,sedition,1900,1
Bengal,settlement,1880,2
Bengal,settlement,1890,2
Bengal,shops,1900,1
Bengal,slaughter,1890,2
Bengal,statistics,1890,1
Bengal,suggested,1900,1
Bengal,tea,1900,2
Bengal,trial,1890,1
Bengal,unrest,1900,2
Bengal,assassination,1900,1
Bengal,dum dum,1890,1
Bengal,murder,1890,1
Bermuda,barrack,1900,1
Bermuda,british prisoners,1900,1
Bermuda,cable,1890,3
Bermuda,cable communication,1890,1
Bermuda,contract,1880,2
Bermuda,contract,1890,2
Bermuda,convict,1860,8
Bermuda,convict establishment,1860,4
Bermuda,dock,1900,1
Bermuda,docks,1860,1
Bermuda,dockyard,1900,3
Bermuda,engineer,1900,2
Bermuda,establishment,1860,4
Bermuda,hulks,1860,1
Bermuda,petition,1900,1
Bermuda,powder,1880,1
Bermuda,prisoners,1900,8
Bermuda,repayment,1900,1
Bermuda,sale,1900,1
Bermuda,steamship,1900,1
Bermuda,stores,1900,2
Bermuda,submarine,1880,1
Bermuda,submarine,1890,1
Bermuda,telegraph,1880,1
Bermuda,telegraph,1890,1
Bermuda,telegraphic communication,1880,1
Black_Sea,blockade,1850,3
Black_Sea,coasting,1880,1
Black_Sea,company,1880,2
Black_Sea,fleets,1850,1
Black_Sea,forts,1850,1
Black_Sea,ports,1870,2
Black_Sea,railway,1880,1
Black_Sea,railway company,1880,1
Black_Sea,subject,1880,1
Black_Sea,vessels,1870,2
Boer,aliens,1890,2
Boer,allegations,1900,1
Boer,alleged outrages,1900,1
Boer,annexation,1900,1
Boer,artillery,1900,2
Boer,assault,1890,1
Boer,assistance,1900,2
Boer,attempt to blow up magazine,1900,1
Boer,banishment,1900,2
Boer,british prisoners,1900,1
Boer,burning,1900,1
Boer,capture,1890,1
Boer,captures,1900,1
Boer,cattle,1900,4
Boer,charitable,1900,1
Boer,children,1900,8
Boer,colony,1900,2
Boer,concentration,1900,1
Boer,contraband,1900,2
Boer,deportation,1900,2
Boer,emperor,1900,1
Boer,exiles,1900,1
Boer,family,1900,1
Boer,farmers,1900,1
Boer,farms,1900,6
Boer,females,1900,2
Boer,free,1900,1
Boer,grievances,1900,1
Boer,guns,1900,2
Boer,horses,1900,1
Boer,hostages,1900,1
Boer,imprisonment,1900,2
Boer,intercourse,1900,1
Boer,internment,1900,2
Boer,killed,1900,1
Boer,killing,1890,1
Boer,labour,1900,2
Boer,late,1900,2
Boer,leaders,1900,5
Boer,lines,1900,3
Boer,magazine,1900,2
Boer,meat,1900,2
Boer,meat supplies,1900,1
Boer,munitions,1900,1
Boer,murder,1900,1
Boer,newspaper,1890,2
Boer,officers,1890,1
Boer,officers,1900,1
Boer,orange,1900,1
Boer,outrages,1900,2
Boer,permits,1900,1
Boer,petition,1900,1
Boer,prisoner,1900,1
Boer,prisoners,1900,86
Boer,prisoners,1910,4
Boer,prisoners of war,1900,6
Boer,proclamation,1900,2
Boer,proclamations,1900,1
Boer,propaganda,1890,1
Boer,protest,1900,1
Boer,raid,1900,2
Boer,recruiting,1900,1
Boer,refugee,1900,1
Boer,refugee camps,1900,1
Boer,refugees,1900,2
Boer,reinstatement,1900,2
Boer,relatives,1900,1
Boer,repatriation,1900,2
Boer,sale,1900,1
Boer,sales,1900,1
Boer,seizure,1900,1
Boer,settlements,1900,1
Boer,shipment,1900,1
Boer,shoot,1900,1
Boer,shooting,1900,1
Boer,surrenders,1900,2
Boer,trains,1900,2
Boer,treasure,1900,1
Boer,treatment of prisoners,1900,1
Boer,troops,1900,2
Boer,women,1900,18
Boer,wounded,1900,1
Boer,yeomanry,1900,1
Bolivia,suggested,1900,1
Borneo,chapter,1880,1
Borneo,charter,1880,2
Borneo,coal,1900,6
Borneo,companies,1880,1
Borneo,company,1870,4
Borneo,company,1880,12
Borneo,company,1890,2
Borneo,consul,1870,1
Borneo,coolie,1900,2
Borneo,coolie labour,1900,1
Borneo,cotton,1900,4
Borneo,cotton cultivation,1900,2
Borneo,cultivation,1900,4
Borneo,discovery,1900,2
Borneo,disturbances,1900,3
Borneo,labour,1900,2
Borneo,pirates,1850,1
Borneo,protectorate,1880,1
Borneo,settlements,1840,1
Borneo,smokeless,1900,2
Borneo,smokeless coal,1900,2
Bosnia_Herzegovina,annexation,1900,1
Bosnia_Herzegovina,annexation,1910,4
Bosnia_Herzegovina,outrages,1870,1
Brazil,arbitration,1900,2
Brazil,british trade,1890,1
Brazil,coffee,1900,2
Brazil,commercial,1840,1
Brazil,commercial,1890,1
Brazil,commercial treaty,1840,1
Brazil,commercial treaty,1890,1
Brazil,contract,1850,2
Brazil,crop,1900,1
Brazil,emigrants,1890,2
Brazil,emigration,1890,6
Brazil,landing,1830,1
Brazil,mail,1850,1
Brazil,paper,1860,1
Brazil,parcel,1890,1
Brazil,parcel,1900,1
Brazil,parcel post,1890,1
Brazil,parcel post,1900,1
Brazil,plate,1850,1
Brazil,residents,1840,1
Brazil,river,1850,1
Brazil,slave,1840,2
Brazil,slave trade,1840,8
Brazil,slaves,1830,1
Brazil,british goods,1910,2
Brazil,captures,1830,1
Brazil,goods,1910,2
Brazil,mail,1850,1
Brazil,revolution,1890,1
Brazil,slave,1840,1
Brazil,slave,1850,1
Brazil,slave trade,1840,4
Brazil,states,1910,2
Brazil,sugar,1840,4
Brazil,sugar trade,1840,1
Britain,agricultural,1900,2
Britain,agricultural,1910,2
Britain,arbitration,1880,2
Britain,bank,1900,2
Britain,bank deposits,1900,1
Britain,bond,1900,1
Britain,breeding,1880,1
Britain,cars,1900,2
Britain,catholic,1810,2
Britain,catholics,1810,2
Britain,charges,1910,2
Britain,child,1900,2
Britain,circulars,1890,1
Britain,cocoa,1900,1
Britain,colonies,1880,2
Britain,colonies,1890,1
Britain,colonies,1900,1
Britain,commercial,1820,1
Britain,commercial,1840,1
Britain,commercial,1880,1
Britain,commercial,1900,1
Britain,commercial relations,1840,1
Britain,commercial treaty,1900,1
Britain,construction,1910,4
Britain,consumption,1900,2
Britain,consumption,1910,4
Britain,contagious,1870,1
Britain,contagious diseases,1870,4
Britain,cost,1900,2
Britain,council,1810,1
Britain,cultivation,1900,2
Britain,debt,1810,1
Britain,demands,1890,1
Britain,deposits,1900,1
Britain,destroyers,1900,2
Britain,destroyers,1910,2
Britain,development,1910,2
Britain,direct,1900,1
Britain,diseases,1870,1
Britain,dogs,1900,3
Britain,drunkenness,1900,2
Britain,education,1900,5
Britain,employment,1900,2
Britain,excise,1900,1
Britain,export,1880,1
Britain,exports,1900,1
Britain,exports,1910,2
Britain,extradition,1880,1
Britain,factories,1900,1
Britain,factories,1910,4
Britain,field,1900,1
Britain,field guns,1900,1
Britain,foreigners,1890,1
Britain,frontier,1900,1
Britain,gooseberry,1900,1
Britain,guns,1900,2
Britain,horse,1880,3
Britain,horse breeding,1880,2
Britain,importation,1900,2
Britain,imported,1900,1
Britain,imports,1900,6
Britain,imports,1910,4
Britain,indies,1900,1
Britain,inquiry,1890,1
Britain,institutions,1900,1
Britain,intercourse,1820,1
Britain,intervention,1880,1
Britain,intervention,1900,1
Britain,investments,1900,4
Britain,iron,1900,2
Britain,issue,1900,1
Britain,land,1890,3
Britain,land,1900,1
Britain,landed,1900,1
Britain,landing,1900,1
Britain,liquors,1880,1
Britain,liquors,1900,1
Britain,live stock,1900,1
Britain,lodges,1830,1
Britain,lottery,1890,1
Britain,mail,1890,1
Britain,mail steamers,1890,1
Britain,malt,1900,1
Britain,meat,1910,2
Britain,merchant,1910,2
Britain,monastic,1900,2
Britain,monastic institutions,1900,1
Britain,motor,1900,1
Britain,murders,1900,1
Britain,obligations,1880,1
Britain,orange,1830,1
Britain,orange lodges,1830,2
Britain,parcel,1890,1
Britain,parcel post,1890,1
Britain,patent,1910,4
Britain,paupers,1840,3
Britain,payment,1900,1
Britain,penny,1910,2
Britain,pensions,1900,1
Britain,pensions,1910,2
Britain,petition,1890,1
Britain,pig,1900,2
Britain,plate,1910,2
Britain,police,1880,1
Britain,population,1810,2
Britain,post office savings bank,1900,1
Britain,prices,1900,1
Britain,production,1910,2
Britain,profits,1900,1
Britain,proportion,1900,1
Britain,public works,1830,1
Britain,quarantine,1900,1
Britain,railway,1910,2
Britain,railway concessions,1910,4
Britain,roman,1810,1
Britain,rumoured,1880,1
Britain,savings,1900,2
Britain,savings bank,1900,2
Britain,shipbuilding,1900,2
Britain,ships,1910,4
Britain,spirits,1900,3
Britain,spirituous,1880,1
Britain,spirituous liquors,1880,1
Britain,stamp,1880,1
Britain,states,1880,1
Britain,states,1900,5
Britain,states,1910,8
Britain,steamer,1840,1
Britain,steamers,1890,1
Britain,steel,1900,1
Britain,stock,1900,1
Britain,sugar,1900,4
Britain,superannuation,1880,2
Britain,telegraph,1910,2
Britain,tenure,1890,1
Britain,trade marks,1900,1
Britain,traffic,1880,3
Britain,transport,1900,2
Britain,unemployment,1910,2
Britain,wireless,1910,2
Britain,workmen,1910,2
Britain,boats,1900,2
Britain,building,1900,1
Britain,college,1870,2
Britain,college,1900,2
Britain,dreadnought,1900,1
Britain,employed,1900,1
Britain,men,1900,3
Britain,ship,1880,2
Britain,ship,1890,2
Britain,academy,1900,2
Britain,accidents,1890,2
Britain,accidents,1900,2
Britain,admission,1880,2
Britain,agency,1880,2
Britain,agent,1880,2
Britain,agent,1890,2
Britain,agent,1900,2
Britain,agricultural,1900,1
Britain,agricultural,1910,2
